TRNO,Class,title,url,domain,visit_time
25012,11 A M,Sign in - Google Accounts,https://accounts.google.com/signin/oauth/id?authuser=0&part=AJi8hAObeMhgf7Vq8sWBqYptBHPb_3wUUzrxYQljaIu-FpCzxWqH91ECLcgFmTAoYVjIoKgQpb5fG1T1YaEttp1TwdiM74kYfXVu-nZNrJXtZO0pw_P7uQZWLS6_iG4ekhfxOtBXuLznNOBG9ecvX5CdIdHxSRYjzTIJobxkD6f63GHu61IpeaySTq4ny2RnTsTgiwTX4FWdM1yvKh_kunhUhTL2F0pCtsAYzmlX70C6wRc7_OZ1UCG1yArpkQo8Wsq8o4FUL230B6e9Dbr-Qm-w8bC7jO0Ba02hAGKjtASu4g3Ol0AA4C0CN12_fRVOgsw1PTT_yoJ0CiCrIlHmxC59r1aQJatUdeeaElVrKb75Ms--d4SIHLUCjsMFhf_iC_KyZIf0MwGMjSHAw7XbCIagJQWXGSXYZEM4L6IhwKDLq_YjUDqHG-7-HMuBNZj6zb-9uftn-lUI1kpqIOqM36AP6byVPnCJrXVF_no2jCtBwZPQueGWyAwymkZWmj0AyfT-xGZtNAou6Y_QV0g4JkD7w6aHxLYWAagRdxU7KgJFV5VwQs6x66gjnTEQ6T76sUGL14JWn-DRJqL-xs-x-DKzJLckFU5RLBHSDA4rBaDybsRCGt1wuu5d8to-eTTdJgAPNkVeZpkZi7wO5naTwzn0t0DZ5MtHr0cK2COHZBinioZTYH5szIEWF4rspllSvc2NFn6A_yO0PhK7iGclqQeeoTLMzmCQixlCRA_arGuaTCcpOoLzhmQDnQRXFvITA89h_KDMijGFT52VT13gQJLu0TZPVSDJiCT1b3ZCs7V9vOhryL25p3sa4MaOROEjMTSneCRQfOVc4xkhA4z2LJc8YHTzemtQuQ&flowName=GeneralOAuthFlow&as=S1747915613%3A1743927084433047&client_id=370673641490-nd3s6q740l96uvk1vivsab65rltkgoc0.apps.googleusercontent.com&rapt=AEjHL4OWYQdSrdOssHJHMU-3ZCt56t0bVnzKwjAEipeiiZmMT0OcvAJ01Urz70k0X85eNF8ka1Gk2zodsed7F8lMqWVeZ1LjEw#,accounts.google.com,06/04/2025 08:11
25012,11 A M,Sign in – Google accounts,https://accounts.google.com/o/oauth2/auth/oauthchooseaccount?client_id=370673641490-nd3s6q740l96uvk1vivsab65rltkgoc0.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Fcourses.edx.org%2Fauth%2Fcomplete%2Fgoogle-oauth2%2F&state=egl5rGl5fsupnJBfY4HVFclntIfHkhgd&response_type=code&scope=openid%20email%20profile&service=lso&o2v=1&ddm=1&flowName=GeneralOAuthFlow,accounts.google.com,06/04/2025 08:11
25012,11 A M,Sign in – Google accounts,https://accounts.google.com/o/oauth2/auth?client_id=370673641490-nd3s6q740l96uvk1vivsab65rltkgoc0.apps.googleusercontent.com&redirect_uri=https%3A%2F%2Fcourses.edx.org%2Fauth%2Fcomplete%2Fgoogle-oauth2%2F&state=egl5rGl5fsupnJBfY4HVFclntIfHkhgd&response_type=code&scope=openid%20email%20profile&service=lso&o2v=1&ddm=1,accounts.google.com,06/04/2025 08:11
25012,11 A M,Sign in – Google accounts,https://courses.edx.org/auth/login/google-oauth2/?auth_entry=login&next=%2Faccount%2Ffinish_auth%3Fcourse_id%3Dcourse-v1%253AHarvardX%252BCS50%252BX%26enrollment_action%3Denroll%26email_opt_in%3Dfalse%26next%3D%252Fdashboard,courses.edx.org,06/04/2025 08:11
25012,11 A M,Sign in – Google accounts,https://accounts.google.com/o/oauth2/auth?client_id=370673641490-nd3s6q740l96uvk1vivsab65rltkgoc0.apps.googleusercontent.com&redirect_uri=https://courses.edx.org/auth/complete/google-oauth2/&state=egl5rGl5fsupnJBfY4HVFclntIfHkhgd&response_type=code&scope=openid+email+profile,accounts.google.com,06/04/2025 08:11
25012,11 A M,Login | edX,https://authn.edx.org/login?course_id=course-v1%3AHarvardX%2BCS50%2BX&enrollment_action=enroll&email_opt_in=false,authn.edx.org,06/04/2025 08:11
25012,11 A M,Register | edX,https://authn.edx.org/register?course_id=course-v1%3AHarvardX%2BCS50%2BX&enrollment_action=enroll&email_opt_in=false,authn.edx.org,06/04/2025 08:11
25012,11 A M,HarvardX: CS50's Introduction to Computer Science | edX,https://www.edx.org/course/cs50s-introduction-computer-science-harvardx-cs50x,www.edx.org,06/04/2025 08:10
25012,11 A M,HarvardX: CS50's Introduction to Computer Science | edX,https://www.edx.org/course/cs50s-introduction-to-computer-science,www.edx.org,06/04/2025 08:10
25012,11 A M,HarvardX: CS50's Introduction to Computer Science | edX,https://www.edx.org/course/introduction-computer-science-harvardx-cs50x,www.edx.org,06/04/2025 08:10
25012,11 A M,HarvardX: CS50's Introduction to Computer Science | edX,https://www.edx.org/learn/computer-science/harvard-university-cs50-s-introduction-to-computer-science,www.edx.org,06/04/2025 08:10
25012,11 A M,CS50: Introduction to Computer Science | Harvard University,https://pll.harvard.edu/course/cs50-introduction-computer-science,pll.harvard.edu,06/04/2025 08:10
25012,11 A M,cs50 - Google Search,https://www.google.com/search?q=cs50&rlz=1C1GCEU_enKE1156KE1156&oq=cs50&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABNIBCDE3NTlqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,www.google.com,06/04/2025 08:10
25012,11 A M,cs50 - Google Search,https://www.google.com/search?q=cs50&rlz=1C1GCEU_enKE1156KE1156&oq=cs50&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABDIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABNIBCDE3NTlqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8&safe=active&ssui=on,www.google.com,06/04/2025 08:10
25012,11 A M,Inbox (284) - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://mail.google.com/mail/u/0/#inbox,mail.google.com,06/04/2025 08:10
25012,11 A M,Inbox (284) - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://mail.google.com/mail/u/0/#inbox?compose=DmwnWrRnZwFJVFjxcgftCMQTNmgrHBwcbcQffWmzHfBFhzcKGvlCpKhbXlCqjDXWPTqMnvVlzxLv,mail.google.com,06/04/2025 08:09
25012,11 A M,Inbox (284) - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://mail.google.com/mail/u/0/#inbox?compose=new,mail.google.com,06/04/2025 08:09
25012,11 A M,JHS - Jamea Head Office System,https://www.jameasaifiyah.org/students/StudentJadwalReport.aspx,www.jameasaifiyah.org,06/04/2025 08:09
25012,11 A M,JHS - Jamea Head Office System,https://www.jameasaifiyah.org/WebAuth.aspx?uid=5640&utid=4&page=stuDashboard.aspx&mmid=MTA2MQ==&type=Students/,www.jameasaifiyah.org,06/04/2025 08:08
25012,11 A M,JHS - Jamea Head Office System,https://www.jameasaifiyah.org/Students/stuDashboard.aspx?mmid=MTA2MQ==,www.jameasaifiyah.org,06/04/2025 08:08
25012,11 A M,Student Home,https://beta.jameasaifiyah.org/student/home,beta.jameasaifiyah.org,06/04/2025 08:08
25012,11 A M,Student Login,https://beta.jameasaifiyah.org/student/stulogin,beta.jameasaifiyah.org,06/04/2025 08:08
25012,11 A M,JHS - Jamea Head Office System,https://jameasaifiyah.org/,jameasaifiyah.org,06/04/2025 08:08
25012,11 A M,jhs - Google Search,https://www.google.com/search?q=jhs&rlz=1C1GCEU_enKE1156KE1156&oq=jhs&gs_lcrp=EgZjaHJvbWUyDwgAEEUYORiDARixAxiABDIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDINCAgQLhjHARjRAxiABDIHCAkQABiABNIBCDE4NDhqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,www.google.com,06/04/2025 08:08
25012,11 A M,jhs - Google Search,https://www.google.com/search?q=jhs&rlz=1C1GCEU_enKE1156KE1156&oq=jhs&gs_lcrp=EgZjaHJvbWUyDwgAEEUYORiDARixAxiABDIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDINCAgQLhjHARjRAxiABDIHCAkQABiABNIBCDE4NDhqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8&safe=active&ssui=on,www.google.com,06/04/2025 08:08
25012,11 A M,Gmail,https://accounts.google.com/v3/signin/challenge/selection?TL=ADBLaQD0I6KCwPtqjk08A0hxGKO007mV-IFalgonV0qrdoE4KJVCueRpm9sjAdcQ&checkConnection=youtube%3A471&checkedDomains=youtube&continue=https%3A%2F%2Fmail.google.com%2Fmail&dsh=S-1020671524%3A1743926853502516&ec=GAlAFw&flowEntry=AddSession&flowName=GlifWebSignIn&hl=en&lid=2&pstMsg=1&service=mail&authuser=0,accounts.google.com,06/04/2025 08:07
25012,11 A M,Gmail,https://accounts.google.com/v3/signin/challenge/pwd?TL=ADBLaQD0I6KCwPtqjk08A0hxGKO007mV-IFalgonV0qrdoE4KJVCueRpm9sjAdcQ&checkConnection=youtube%3A471&checkedDomains=youtube&cid=1&continue=https%3A%2F%2Fmail.google.com%2Fmail&dsh=S-1020671524%3A1743926853502516&ec=GAlAFw&flowEntry=AddSession&flowName=GlifWebSignIn&hl=en&pstMsg=1&service=mail&authuser=0,accounts.google.com,06/04/2025 08:07
25012,11 A M,Gmail,https://accounts.google.com/AddSession?hl=en&continue=https://mail.google.com/mail&service=mail&ec=GAlAFw&authuser=0,accounts.google.com,06/04/2025 08:07
25012,11 A M,Gmail,https://accounts.google.com/v3/signin/identifier?authuser=0&continue=https%3A%2F%2Fmail.google.com%2Fmail&ec=GAlAFw&hl=en&service=mail&flowName=GlifWebSignIn&flowEntry=AddSession&dsh=S-1020671524%3A1743926853502516,accounts.google.com,06/04/2025 08:07
25012,11 A M,Inbox (284) - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://mail.google.com/,mail.google.com,06/04/2025 08:07
25012,11 A M,Inbox (284) - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://mail.google.com/mail/,mail.google.com,06/04/2025 08:07
25012,11 A M,Inbox (284) - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://mail.google.com/mail/u/0/,mail.google.com,06/04/2025 08:07
25012,11 A M,Apply for Semester Freeze,https://vulms.vu.edu.pk/StudentServices/Registrar%20Office/ApplyForSemesterFreeze.aspx,vulms.vu.edu.pk,06/04/2025 08:07
25012,11 A M,Student Services,https://vulms.vu.edu.pk/StudentServices/StudentServices.aspx,vulms.vu.edu.pk,06/04/2025 08:06
25012,11 A M,Fee Structure,https://www.vu.edu.pk/FeeStructure_Overseas.aspx,www.vu.edu.pk,06/04/2025 08:04
25012,11 A M,Fee Structure,https://www.vu.edu.pk/FeeStructure_Overseas,www.vu.edu.pk,06/04/2025 08:04
25012,11 A M,Apply for Campus Change,https://vulms.vu.edu.pk/StudentServices/Registrar%20Office/CampusChangeRequest.aspx,vulms.vu.edu.pk,06/04/2025 08:04
25012,11 A M,VU Examination System,http://qb.vu.edu.pk/,qb.vu.edu.pk,06/04/2025 08:03
25012,11 A M,VU Examination System,https://qb.vu.edu.pk/,qb.vu.edu.pk,06/04/2025 08:03
25012,11 A M,Examinations for Overseas Students (OPKST),https://handbook.vu.edu.pk/HandBook_Pages/ExaminationsOutsidePakistan.htm,handbook.vu.edu.pk,06/04/2025 07:59
25012,11 A M,Overseas Examination Guidelines And Demo Test Schedule - Spring 2024 Mid Term,https://www.vu.edu.pk/NewsDetails?type=&NewsId=9003,www.vu.edu.pk,06/04/2025 07:58
25012,11 A M,can i apply for virtual university exams from kenya - Google Search,https://www.google.com/search?q=can+i+apply+for+virtual+university+exams+from+kenya&rlz=1C1GCEU_enKE1156KE1156&oq=can+i+apply+for+virtual+university+exams+from+kenya&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRigATIGCAQQIRgVMgYIBRAhGBXSAQkxOTM5NmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,www.google.com,06/04/2025 07:58
25012,11 A M,can i apply for virtual university exams from kenya - Google Search,https://www.google.com/search?q=can+i+apply+for+virtual+university+exams+from+kenya&rlz=1C1GCEU_enKE1156KE1156&oq=can+i+apply+for+virtual+university+exams+from+kenya&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigATIHCAIQIRigATIHCAMQIRigATIGCAQQIRgVMgYIBRAhGBXSAQkxOTM5NmowajeoAgCwAgA&sourceid=chrome&ie=UTF-8&safe=active&ssui=on,www.google.com,06/04/2025 07:58
25012,11 A M,Account Book,https://vulms.vu.edu.pk/AccountBook/AccountBook.aspx,vulms.vu.edu.pk,06/04/2025 07:58
25012,11 A M,VU - Learning Management System,https://vulms.vu.edu.pk/Home.aspx?id=8d8134ab-ab4c-4c57-8fa9-ea860121a0a4,vulms.vu.edu.pk,06/04/2025 07:57
25012,11 A M,VU - Learning Management System,https://vulms.vu.edu.pk/,vulms.vu.edu.pk,06/04/2025 07:57
25012,11 A M,vulms - Google Search,https://www.google.com/search?q=vulms&rlz=1C1GCEU_enKE1156KE1156&oq=vulms&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDEwNzVqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8,www.google.com,06/04/2025 07:57
25012,11 A M,vulms - Google Search,https://www.google.com/search?q=vulms&rlz=1C1GCEU_enKE1156KE1156&oq=vulms&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIHCAQQABiABDIHCAUQABiABDIHCAYQABiABDIHCAcQABiABDIHCAgQABiABDIHCAkQABiABNIBCDEwNzVqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8&safe=active&ssui=on,www.google.com,06/04/2025 07:57
25012,11 A M,Hello - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://mail.google.com/mail/u/0/#inbox/FMfcgzQZTzWmXpmkqDSZmpSSgLrGRptB,mail.google.com,06/04/2025 07:54
25012,11 A M,Student Pass - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://mail.google.com/mail/u/0/#inbox/CwCPbnFhfHZLdXrLPFtGhwhkvdnjcvG,mail.google.com,06/04/2025 07:54
25012,11 A M,Inbox (287) - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,http://mail.google.com/,mail.google.com,06/04/2025 07:54
25012,11 A M,Inbox (287) - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1&authuser=0,accounts.google.com,06/04/2025 07:54
25012,11 A M,Inbox (287) - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://mail.google.com/accounts/SetOSID?authuser=0&continue=https://mail.google.com/mail/u/0/?pli%3D1&osidt=ALWU2cuU6OsNnto1UHafE_8VaJOE7KCOiHyVWP0_TFN3_2yJw0JUIA5PxtCXW9JixPZBwSVtLQNi_lyfwKKagOb_N_OziHm464iraryiYg733NSdPSNozzc4Tl4irSRdz9_T0CeK9gyXUMo9hCEi3VqkZXpD6NSMslNovOB7ZdxsvBZxvwk4gMB17NwgYlNIn1eBejASUie_uZRW2DH5-6F5gLYdUcyoByYDjfzU9CD_hV7qBEZLOPZr9KP4h5Xjl8gq-ZtDLt6Z3RQ2J7ZRh7s1QkhJPfeW9bNKF7m_0OEYxWEwe8YJ8bdM7WyZ9rfUcs4W4ViVxu-FRIr7CmtMgCGttCtWdxSkP9_Fdxn_3PrXQpc4Xi7kHVJEhQalTYN6KlTojJ-mn4LTzkWaNNkxI_R-QSdsgdwtcDzHFaROjfqyKHBXwzCYxq4S6QV1gmIGECByX6_HD8DkO2FyYKV0nGaouk1635hhcXbQkQhZv8X32E_S85WuqHg&ifkv=AXH0vVs_FIFNuJ_slkeGS6dDyvPYPNVxDOa8tJI1T4lDrEc0dmximsRXxnK_7Ijd9ptP1yyzDEQFmA,mail.google.com,06/04/2025 07:54
25012,11 A M,Inbox (287) - 25012@jameasaifiyah.edu - Aljamea tus Saifiyah Mail,https://mail.google.com/mail/u/0/?pli=1,mail.google.com,06/04/2025 07:54
25012,11 A M,Home - Google Drive,https://drive.google.com/drive/home,drive.google.com,06/04/2025 07:54
25012,11 A M,Google Drive,https://drive.google.com/drive/,drive.google.com,06/04/2025 07:54
25012,11 A M,Google Drive,http://drive.google.com/,drive.google.com,06/04/2025 07:54
25012,11 A M,Google Drive,https://drive.google.com/,drive.google.com,06/04/2025 07:54
25012,11 A M,Google Drive,https://accounts.google.com/ServiceLogin?service=wise&passive=1209600&osid=1&continue=https://drive.google.com/&followup=https://drive.google.com/&emr=1&authuser=0,accounts.google.com,06/04/2025 07:54
25012,11 A M,Google Drive,https://drive.google.com/accounts/SetOSID?authuser=0&continue=https://drive.google.com/?pli%3D1%26authuser%3D0&osidt=ALWU2ct_oIbpqN7i5WOmzxPtF-x4qMnJQ16kVWfSSSmh8x-hfjY_vs3V7Xc3mx58u1wBw2mWBIHujUl8_v9ojC5WorWgZmUfaB1bVjqmItZzPsTtWQxJydVTZo97qPcXToi1zwYms4-VuxXKfw7RyiHKl3TFn8uvRq8mPOzlAsXHJlQXZ_v9VUEwjUen3aCvr6tCBDymC1nJZ8hoVppxEP2NTcn-FnCbHkFDSUZsnrSHq-i2P1JBrHqBRh-0XVxgZL8qL17pq3xVSssyk8HYGmd3ALA8ud2SafFyUusd6hiZf2qoi_-8e82FF1xnWdStTu7deIvan-ZFjoyLOBQwmtNzhJxM2_4XEa3cKbT_RZ8FBdJ_USS-xz7CdJc_C80g1O1YoCuZ-O5x5RyEZEV8urOKadxiew60Eq0Q1OQ2Sf9ydnE-Kw5Gnagblhp9P5dYXXR0-9RYUVyFIEKPz5W6dx9gqq13YHL_fldH_F5LreQJ5E9lucAPAME&ifkv=AXH0vVtMfNn1tmDYHycCMowpypYr4tNjd4yntQfk3WvGTwsAM7wH55KWWqRHCI2qYyzzpZ_NPY2v,drive.google.com,06/04/2025 07:54
25012,11 A M,Google Drive,https://drive.google.com/?pli=1&authuser=0,drive.google.com,06/04/2025 07:54
25012,11 A M,Google Drive,https://drive.google.com/drive/?pli=1,drive.google.com,06/04/2025 07:54
25012,11 A M,Writing Resources - Writing a Good History Paper - Hamilton College,https://www.hamilton.edu/academics/centers/writing/writing-resources/writing-a-good-history-paper,www.hamilton.edu,06/04/2025 07:53
25012,11 A M,𝐘𝐨𝐮 𝐚𝐫𝐞 𝐜𝐫𝐞𝐚𝐭𝐢𝐧𝐠 𝐬𝐨𝐦𝐞𝐭𝐡𝐢𝐧𝐠 𝐧𝐨 𝐨𝐧𝐞 𝐜𝐚𝐧 𝐢𝐦𝐚𝐠𝐢𝐧𝐞 | 𝐓𝐡𝐞 𝐈𝐦𝐢𝐭𝐚𝐭𝐢𝐨𝐧 𝐆𝐚𝐦𝐞 𝐒𝐨𝐮𝐧𝐝𝐭𝐫𝐚𝐜𝐤 - YouTube,https://www.youtube.com/watch?v=GlmwkPdkaN4&t=846s,www.youtube.com,06/04/2025 07:53
25012,11 A M,An Updated Academic Workflow: Zotero & Obsidian | by Alexandra Phelan | Medium,https://medium.com/@alexandraphelan/an-updated-academic-workflow-zotero-obsidian-cffef080addd,medium.com,06/04/2025 07:53
25012,11 A M,Deep Focus Study & Reading Music - 10 Hour Of Concentration Music for Studying and Memorizing - YouTube,https://www.youtube.com/watch?v=xjjpTuG9GyU&t=24s,www.youtube.com,06/04/2025 07:53
25012,11 A M,كتب اباضية للتحميل,https://www.istiqama.net/books/all-books.htm,www.istiqama.net,06/04/2025 07:53
25012,11 A M,All Maqalaat Topics List - Google Sheets,https://docs.google.com/spreadsheets/d/1Vx1ZUZ27SxcypG3-oGGuSiT1p0xMzsQlSCVl-vf3uLI/edit#gid=1347033510,docs.google.com,06/04/2025 07:53
25012,11 A M,بيت داخلي In English - Translation and Meaning in English Arabic Dictionary of All terms Page 1,https://www.almaany.com/en/dict/ar-en/,www.almaany.com,06/04/2025 07:53
25012,11 A M,AI Launch List - Complete List of AI Tool Directories,https://ailaunchlist.com/,ailaunchlist.com,06/04/2025 07:53
25012,11 A M,The Arabic Lexicon - Classical Arabic Dictionaries,http://arabiclexicon.hawramani.com/,arabiclexicon.hawramani.com,06/04/2025 07:53
25012,11 A M,Altafsir.com -تفسير ايآت القرآن الكريم (0-0-1-1),https://www.altafsir.com/Tafasir.asp?tMadhNo=0&tTafsirNo=0&tSoraNo=1&tAyahNo=1&tDisplay=no&LanguageID=1,www.altafsir.com,06/04/2025 07:53
25012,11 A M,OpenITI: a Machine-Readable Corpus of Islamicate Texts | Zenodo,https://zenodo.org/record/6808108#.Yxd_CXZBxPY,zenodo.org,06/04/2025 07:53
25012,11 A M,Chat GPT,https://chat.openai.com/c/45a06cb9-aa4d-424d-90de-89fea7cb5b19,chat.openai.com,06/04/2025 07:53
25083,11 A M,Gmail: Private and secure email at no cost | Google Workspace,https://mail.google.com/mail/u/0/,mail.google.com,16/04/2025 15:27
25083,11 A M,Gmail: Private and secure email at no cost | Google Workspace,https://accounts.google.com/ServiceLogin?service=mail&passive=1209600&osid=1&continue=https://mail.google.com/mail/u/0/&followup=https://mail.google.com/mail/u/0/&emr=1,accounts.google.com,16/04/2025 15:27
25083,11 A M,Gmail: Private and secure email at no cost | Google Workspace,https://workspace.google.com/intl/en-US/gmail/,workspace.google.com,16/04/2025 15:27
25083,11 A M,Aljamea tus Saifiyah Mail,https://mail.google.com/mail/,mail.google.com,16/04/2025 15:26
25083,11 A M,Aljamea tus Saifiyah Mail,https://accounts.google.com/Logout,accounts.google.com,16/04/2025 15:26
25083,11 A M,Google Accounts,https://accounts.google.com/Logout?hl=en&continue=https://mail.google.com/mail/&service=mail&timeStmp=1744816885&secTok=.AG5fkS8fOG1n26GHchkxDh9PSnN1zboJOg&ec=GAdAFw,accounts.google.com,16/04/2025 15:26
